11,16,6,C
12,16,6,C
3,8,2,C
2,17,6,C
3,17,6,C
4,17,6,C
11,14,1,C
6,17,6,C
3,15,1,C
8,17,6,C
3,16,1,C
10,17,6,C
1,8,2,C
12,17,6,C
1,18,6,C
7,4,4,C
9,9,1,C
4,18,6,C
9,22,2,C
4,21,1,C
7,18,6,C
8,18,6,C
12,18,1,C
10,18,6,C
8,8,3,C
6,25,2,C
12,4,2,C
1,25,2,C
3,19,6,C
8,11,1,C
5,19,6,C
11,5,1,C
12,7,3,C
8,19,6,C
2,26,3,C
11,23,1,C
11,19,6,C
12,19,6,C
1,20,6,C
9,2,2,C
11,5,2,C
4,20,6,C
5,20,6,C
4,6,1,C
7,20,6,C
6,5,2,C
9,20,6,C
8,8,2,C
11,20,6,C
12,20,6,C
1,21,6,C
2,25,3,C
3,21,6,C
4,21,6,C
5,21,6,C
6,2,1,C
11,7,2,C
8,21,6,C
10,11,2,C
3,21,1,C
11,21,6,C
9,15,2,C
1,22,6,C
2,22,6,C
2,20,3,C
4,22,6,C
5,22,6,C
9,11,1,C
7,22,6,C
8,22,6,C
9,22,6,C
2,12,3,C
11,22,6,C
2,3,4,C
1,23,6,C
5,20,1,C
3,23,6,C
4,23,6,C
5,23,6,C
10,10,1,C
3,18,1,C
8,23,6,C
5,24,1,C
10,23,6,C
3,2,3,C
4,2,1,C
10,8,1,C
2,24,6,C
3,24,6,C
11,4,3,C
5,24,6,C
9,1,2,C
8,21,3,C
11,9,3,C
9,24,6,C
6,10,2,C
11,24,6,C
12,24,6,C
12,6,1,C
2,25,6,C
3,25,6,C
4,25,6,C
5,25,6,C
4,11,1,C
2,8,1,C
11,6,2,C
9,25,6,C
10,25,6,C
11,25,6,C
10,12,2,C
9,19,3,C
11,9,1,C
3,26,6,C
4,26,6,C
1,9,1,C
2,11,3,C
7,26,6,C
8,26,6,C
9,26,6,C
10,26,6,C
11,26,6,C
12,26,6,C
6,23,1,C
2,1,7,C
6,9,2,C
2,25,1,C
6,2,4,C
6,1,7,C
7,1,7,C
8,1,7,C
9,1,7,C
4,22,2,C
11,24,1,C
12,1,7,C
1,2,7,C
2,2,7,C
11,7,1,C
4,2,7,C
5,2,7,C
2,22,3,C
7,2,7,C
8,2,7,C
4,24,1,C
7,5,1,C
11,2,7,C
4,13,2,C
1,3,7,C
2,3,7,C
4,10,1,C
4,3,7,C
4,23,2,C
8,24,2,C
12,26,2,C
8,3,7,C
9,3,7,C
11,14,2,C
11,3,7,C
12,3,7,C
1,4,7,C
2,4,7,C
2,5,3,C
4,4,7,C
9,25,3,C
6,4,7,C
7,4,7,C
8,4,7,C
9,4,7,C
5,20,3,C
7,22,1,C
11,15,1,C
1,5,7,C
6,16,3,C
3,5,7,C
2,17,1,C
5,5,7,C
6,5,7,C
7,5,7,C
2,18,2,C
5,5,1,C
9,9,2,C
11,5,7,C
12,5,7,C
1,6,7,C
2,6,7,C
10,16,1,C
5,6,1,C
5,6,7,C
6,6,7,C
7,6,7,C
8,6,7,C
9,6,7,C
10,6,7,C
11,6,7,C
9,12,3,C
1,7,7,C
3,9,2,C
3,7,7,C
11,5,3,C
5,7,7,C
6,7,7,C
7,7,7,C
8,7,7,C
9,7,7,C
10,7,7,C
11,7,7,C
3,17,1,C
12,2,3,C
2,8,7,C
3,8,7,C
4,8,7,C
5,8,7,C
6,8,7,C
7,8,7,C
5,25,2,C
9,8,7,C
4,7,2,C
11,4,1,C
12,8,7,C
8,1,1,C
6,18,2,C
3,9,7,C
4,9,7,C
5,9,7,C
6,9,7,C
7,9,7,C
8,9,7,C
9,9,7,C
10,9,7,C
11,9,7,C
12,9,7,C
3,7,1,C
2,10,7,C
6,9,1,C
4,10,7,C
5,10,7,C
6,10,7,C
2,2,3,C
7,13,2,C
9,10,7,C
10,10,7,C
11,10,7,C
12,10,7,C
1,11,7,C
2,11,7,C
6,4,2,C
2,26,2,C
9,16,3,C
6,11,7,C
6,25,1,C
8,11,7,C
